CONSECUTIVO,COMPRA_CARTERA,EDAD,ACIERTA,QUANTO,ACT_LAB,ANT_DAV,SALDO_DAV_ANT,SALDO_DAV_ACT,CUPO_DAV,ANT_SF,SALDO_SF_ANT,SALDO_SF_ACT,CUPO_SF,NUM_PROD_P1,NUM_PROD_P2,NUM_PROD_P3,NUM_PROD_P4,ENTIDAD_COMPRA
4847,0,40.0,885.0,9664.0,E,3.58,15187.0,15706.0,18599.0,9.92,40320.0,35086.0,18599.0,5.0,0.0,1.0,0.0,
4848,1,40.0,878.0,15717.0,E,3.67,6324.07,332.6,56399.0,12.58,82767.0,86089.0,56399.0,1.0,0.0,1.0,1.0,P1
4849,1,32.0,700.0,10922.0,,0.83,3705.97,1766.66,5999.0,5.33,129957.0,132611.0,5999.0,0.0,3.0,1.0,3.0,P2
4850,0,60.0,518.0,8264.0,E,0.17,124420.0,124420.0,3499.0,5.25,63631.0,63408.0,3499.0,0.0,0.0,0.0,7.0,
4851,0,32.0,720.0,1250.0,,0.5,1241.0,1312.0,1499.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,
4852,0,32.0,766.0,2161.0,I,0.75,3020.0,3293.0,3599.0,1.17,2496.0,2513.0,3599.0,0.0,1.0,1.0,0.0,
4853,1,60.0,841.0,6169.0,E,5.58,2039.42,71.28,79000.0,17.25,857.0,5045.0,79000.0,0.0,4.0,3.0,1.0,P2
4854,1,60.0,889.0,7585.0,E,8.5,9796.05,4313.63,12129.0,5.42,1210.0,4836.0,12129.0,0.0,0.0,1.0,2.0,P4
4855,0,50.0,731.0,10906.0,E,9.08,56658.0,58750.0,28711.0,5.33,14179.0,12887.0,28711.0,0.0,1.0,1.0,2.0,
4856,0,40.0,868.0,5879.0,E,4.42,3149.0,3149.0,0.0,7.25,3685.0,90.0,0.0,0.0,1.0,0.0,0.0,
4857,1,32.0,864.0,6451.0,I,7.08,13267.96,121.53,69399.0,0.0,0.0,66014.0,69399.0,0.0,0.0,0.0,0.0,P1
4858,0,32.0,752.0,1581.0,E,1.17,9192.0,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4859,1,24.0,835.0,3486.0,,0.5,3318.67,23.95,12599.0,3.17,1244.0,5847.0,12599.0,0.0,3.0,0.0,1.0,P2
4860,0,24.0,381.0,1598.0,E,1.08,6317.0,6411.0,0.0,2.42,1530.0,1501.0,0.0,0.0,1.0,0.0,0.0,
4861,1,40.0,787.0,1548.0,E,0.83,10764.5,277.55,0.0,0.17,1818.0,14682.0,0.0,0.0,2.0,0.0,0.0,P2
4862,1,70.0,918.0,19999.0,E,27.08,1663.58,563.18,54137.0,21.25,78952.0,80524.0,54137.0,4.0,3.0,0.0,1.0,P1
4863,1,50.0,764.0,9316.0,E,1.67,1766.89,384.33,59800.0,14.83,6573.0,10033.0,59800.0,3.0,0.0,2.0,4.0,P4
4864,0,40.0,756.0,1374.0,,0.58,12803.0,12860.0,0.0,2.5,4525.0,4525.0,0.0,0.0,0.0,2.0,0.0,
4865,1,40.0,827.0,6865.0,E,1.33,21334.78,398.58,0.0,11.17,21507.0,87782.0,0.0,0.0,3.0,0.0,1.0,P2
4866,1,24.0,895.0,2799.0,,2.25,1720.86,0.04,8499.0,6.08,28321.0,29846.0,8499.0,0.0,3.0,0.0,0.0,P2
4867,1,32.0,842.0,3461.0,E,0.08,110893.94,3723.65,0.0,7.0,3311.0,216078.0,0.0,4.0,1.0,0.0,0.0,P1
4868,0,24.0,781.0,4339.0,E,1.92,18566.0,20192.0,22499.0,0.0,0.0,0.0,22499.0,0.0,0.0,0.0,0.0,
4869,1,50.0,653.0,10483.0,E,21.83,7703.68,2479.37,9700.0,7.33,31979.0,37528.0,9700.0,1.0,0.0,0.0,2.0,P4
4870,1,32.0,819.0,5241.0,E,5.5,1443.49,0.0,9000.0,6.67,6751.0,8556.0,9000.0,5.0,0.0,0.0,0.0,P1
4871,1,32.0,828.0,4976.0,,2.0,2538.32,1161.74,8599.0,7.33,4089.0,8644.0,8599.0,0.0,1.0,2.0,0.0,P3
4872,0,50.0,646.0,2351.0,E,0.92,44320.0,44995.0,0.0,12.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,
4873,0,32.0,780.0,2716.0,E,0.17,9743.0,9831.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4874,0,40.0,690.0,1830.0,,0.92,5612.0,5695.0,0.0,2.83,2397.0,2069.0,0.0,0.0,1.0,0.0,0.0,
4875,1,50.0,811.0,6691.0,E,1.5,10511.3,3800.0,11999.0,7.42,51770.0,60717.0,11999.0,0.0,4.0,0.0,2.0,P2
4876,0,32.0,513.0,1598.0,E,4.17,2028.0,2114.0,0.0,4.08,2200.0,2200.0,0.0,0.0,0.0,0.0,1.0,
4877,0,50.0,763.0,1664.0,E,4.92,2165.0,2140.0,2629.0,2.75,214.0,417.0,2629.0,0.0,0.0,0.0,1.0,
4878,0,70.0,704.0,4107.0,E,32.33,2334.0,2443.0,7299.0,8.25,0.0,0.0,7299.0,0.0,0.0,0.0,1.0,
4879,1,60.0,857.0,11146.0,E,10.75,2935.2,14.0,16499.0,14.58,8561.0,10100.0,16499.0,0.0,1.0,0.0,0.0,P2
4880,0,40.0,830.0,4239.0,E,8.0,8626.0,9609.0,15000.0,11.0,333.0,20.0,15000.0,0.0,1.0,0.0,0.0,
4881,0,50.0,874.0,3171.0,I,1.08,1655.0,1834.0,2999.0,12.17,2297.0,0.0,2999.0,1.0,0.0,1.0,0.0,
4882,1,60.0,869.0,3627.0,P,14.42,2584.0,1066.41,11699.0,8.5,18701.0,20543.0,11699.0,1.0,1.0,2.0,0.0,P3
4883,0,50.0,814.0,23220.0,I,0.0,118889.0,120000.0,0.0,5.58,232061.0,231742.0,0.0,0.0,3.0,0.0,3.0,
4884,0,24.0,741.0,1474.0,E,0.5,175.0,1082.0,2658.0,1.67,0.0,0.0,2658.0,0.0,1.0,0.0,0.0,
4885,0,60.0,641.0,1714.0,I,3.58,1572.0,1599.0,1799.0,10.92,6114.0,6218.0,1799.0,0.0,2.0,0.0,1.0,
4886,0,50.0,808.0,2368.0,I,0.67,4868.0,2914.0,5099.0,6.0,8670.0,7465.0,5099.0,0.0,2.0,2.0,0.0,
4887,0,40.0,828.0,18268.0,E,9.83,10450.0,8349.0,110000.0,9.42,62419.0,63883.0,110000.0,2.0,1.0,1.0,0.0,
4888,0,50.0,764.0,1449.0,I,1.0,4214.0,2051.0,5799.0,0.0,236.0,0.0,5799.0,0.0,0.0,1.0,0.0,
4889,1,40.0,807.0,2153.0,E,1.58,1051.24,0.0,2499.0,6.08,0.0,13998.0,2499.0,0.0,0.0,1.0,0.0,P3
4890,1,32.0,779.0,3279.0,E,2.17,1240.24,0.0,5099.0,11.33,7507.0,9527.0,5099.0,0.0,3.0,1.0,0.0,P2
4891,0,40.0,633.0,25191.0,E,18.42,161.0,194.0,2029.0,12.58,226788.0,209873.0,2029.0,5.0,6.0,1.0,4.0,
4892,0,50.0,414.0,3428.0,E,9.5,9486.0,9651.0,0.0,9.58,36.0,36.0,0.0,0.0,0.0,1.0,0.0,
4893,0,50.0,771.0,1308.0,E,1.5,4850.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4894,1,32.0,740.0,3204.0,E,1.17,3251.42,665.96,10900.0,0.67,44086.0,49416.0,10900.0,0.0,0.0,0.0,2.0,P4
4895,0,32.0,378.0,2095.0,E,0.25,1486.0,1486.0,1499.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,
4896,1,50.0,883.0,23982.0,,8.5,13018.11,6182.11,39499.0,10.92,77344.0,88534.0,39499.0,4.0,2.0,0.0,0.0,P1
4897,0,32.0,747.0,3163.0,E,2.42,6166.0,6342.0,7499.0,10.25,17992.0,20446.0,7499.0,0.0,1.0,1.0,1.0,
4898,0,40.0,812.0,3403.0,,0.83,695.0,798.0,8999.0,6.58,35911.0,37882.0,8999.0,0.0,3.0,1.0,0.0,
4899,0,40.0,745.0,1863.0,E,5.75,5310.0,5371.0,3999.0,0.0,0.0,0.0,3999.0,0.0,0.0,0.0,0.0,
4900,1,32.0,651.0,20984.0,,1.83,2068.57,3.89,6999.0,11.08,343128.0,350985.0,6999.0,1.0,4.0,1.0,0.0,P2
4901,0,40.0,750.0,2434.0,E,1.08,1304.0,1409.0,1499.0,1.25,4462.0,4557.0,1499.0,0.0,0.0,1.0,2.0,
4902,0,24.0,376.0,1970.0,E,2.0,1991.0,1991.0,1999.0,0.0,0.0,0.0,1999.0,0.0,0.0,0.0,0.0,
4903,1,60.0,809.0,7196.0,E,1.33,8683.6,2000.0,8000.0,6.25,141350.0,149858.0,8000.0,2.0,0.0,2.0,3.0,P4
4904,0,50.0,837.0,5606.0,E,3.92,11962.0,10364.0,13209.0,8.17,1801.0,1801.0,13209.0,0.0,0.0,1.0,0.0,
4905,0,60.0,739.0,3660.0,E,1.58,25159.0,25572.0,15700.0,3.92,4681.0,2719.0,15700.0,0.0,1.0,1.0,1.0,
4906,0,24.0,824.0,1805.0,E,5.08,4516.0,1082.0,1499.0,3.0,0.0,4441.0,1499.0,0.0,0.0,0.0,0.0,
4907,0,50.0,781.0,4521.0,E,0.58,22519.0,22657.0,0.0,7.92,23361.0,23540.0,0.0,2.0,1.0,1.0,0.0,
4908,1,70.0,890.0,6765.0,E,40.5,2546.79,592.35,44739.0,34.92,22.0,2190.0,44739.0,0.0,1.0,0.0,0.0,P2
4909,1,60.0,862.0,5341.0,E,7.67,1987.48,911.93,10959.0,8.83,29241.0,29801.0,10959.0,0.0,1.0,0.0,2.0,P4
4910,0,40.0,856.0,4786.0,E,6.42,5863.0,6198.0,27119.0,1.75,0.0,0.0,27119.0,0.0,0.0,0.0,1.0,
4911,0,60.0,390.0,2235.0,E,8.33,2577.0,2659.0,2999.0,10.33,1723.0,1615.0,2999.0,0.0,2.0,1.0,0.0,
4912,0,70.0,875.0,8811.0,,34.75,24295.0,11476.0,82595.0,0.0,0.0,0.0,82595.0,0.0,0.0,0.0,0.0,
4913,1,50.0,668.0,8206.0,E,14.08,5829.7,255.79,31600.0,16.42,53026.0,78707.0,31600.0,3.0,3.0,1.0,4.0,P4
4914,0,50.0,345.0,1540.0,E,4.92,1251.0,1366.0,0.0,3.08,967.0,967.0,0.0,0.0,0.0,0.0,1.0,
4915,0,32.0,662.0,6268.0,,4.42,6911.0,6911.0,9000.0,8.42,70947.0,73462.0,9000.0,0.0,6.0,0.0,1.0,
4916,1,32.0,783.0,15932.0,I,7.92,152750.71,68485.25,76300.0,8.0,176799.0,223578.0,76300.0,2.0,3.0,0.0,2.0,P2
4917,0,32.0,741.0,1515.0,E,0.33,12108.0,12445.0,0.0,0.17,1773.0,1976.0,0.0,0.0,0.0,0.0,1.0,
4918,0,20.0,713.0,2020.0,E,2.0,3673.0,4322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4919,1,50.0,847.0,16545.0,E,1.33,6043.98,109.27,21100.0,11.92,17212.0,27766.0,21100.0,3.0,0.0,1.0,0.0,P1
4920,0,32.0,818.0,2310.0,E,1.0,4902.0,4902.0,0.0,5.08,25148.0,25889.0,0.0,0.0,3.0,2.0,2.0,
4921,1,60.0,879.0,7660.0,E,2.42,2948.84,1368.36,4999.0,11.08,17841.0,19465.0,4999.0,0.0,1.0,1.0,0.0,P2
4922,0,40.0,383.0,4331.0,E,1.0,18331.0,18331.0,6000.0,3.58,16659.0,16580.0,6000.0,2.0,1.0,0.0,0.0,
4923,1,40.0,862.0,10699.0,E,4.83,4815.8,779.41,60000.0,3.33,32037.0,35092.0,60000.0,0.0,1.0,1.0,0.0,P2
4924,1,40.0,827.0,3370.0,I,3.75,2717.65,960.94,10999.0,5.5,11936.0,70821.0,10999.0,0.0,0.0,2.0,0.0,P3
4925,1,50.0,906.0,16520.0,E,15.08,4969.2,1537.54,5419.0,7.5,138271.0,143504.0,5419.0,0.0,4.0,0.0,0.0,P2
4926,1,40.0,811.0,8711.0,I,4.0,8125.31,3275.31,30299.0,4.25,179444.0,184563.0,30299.0,1.0,5.0,0.0,0.0,P2
4927,1,60.0,884.0,5490.0,E,3.58,1464.58,64.33,19999.0,12.75,7170.0,8717.0,19999.0,1.0,0.0,2.0,1.0,P3
4928,1,32.0,620.0,2840.0,E,1.08,2003.06,240.63,1999.0,5.17,1331.0,7769.0,1999.0,0.0,1.0,0.0,0.0,P2
4929,1,40.0,851.0,3014.0,E,16.42,1461.17,432.91,6599.0,10.42,3.0,648.0,6599.0,0.0,1.0,0.0,0.0,P2
4930,0,60.0,827.0,7535.0,E,2.67,5351.0,611.0,16499.0,1.25,10173.0,11295.0,16499.0,2.0,0.0,1.0,0.0,
4931,0,70.0,741.0,11850.0,E,24.5,31979.0,28172.0,49999.0,19.33,64862.0,67731.0,49999.0,0.0,1.0,3.0,1.0,
4932,0,60.0,629.0,1739.0,,6.75,3564.0,3796.0,1039.0,3.5,1429.0,1629.0,1039.0,0.0,1.0,0.0,1.0,
4933,0,50.0,766.0,7949.0,I,0.42,53921.0,50350.0,20000.0,8.67,24172.0,22659.0,20000.0,0.0,3.0,3.0,0.0,
4934,0,40.0,825.0,2600.0,E,5.58,6092.0,6293.0,12680.0,0.5,42.0,42.0,12680.0,0.0,0.0,1.0,0.0,
4935,1,50.0,692.0,3386.0,E,3.5,17924.4,1041.8,0.0,3.08,7273.0,26965.0,0.0,0.0,1.0,1.0,0.0,P2
4936,1,24.0,731.0,2575.0,E,4.75,1361.53,217.29,2999.0,1.25,218.0,888.0,2999.0,1.0,0.0,1.0,0.0,P1
4937,0,24.0,720.0,1647.0,E,0.08,4635.0,4818.0,999.0,0.58,186.0,84.0,999.0,0.0,1.0,0.0,0.0,
4938,0,40.0,403.0,8223.0,E,3.83,69244.0,69504.0,0.0,14.17,32850.0,33722.0,0.0,1.0,4.0,1.0,1.0,
4939,0,32.0,750.0,9092.0,E,5.0,9929.0,10877.0,10889.0,3.83,26098.0,26503.0,10889.0,0.0,1.0,0.0,2.0,
4940,0,40.0,741.0,4778.0,E,0.5,2162.0,631.0,6299.0,13.75,54352.0,55144.0,6299.0,0.0,4.0,0.0,8.0,
4941,1,40.0,882.0,23493.0,E,2.92,10678.35,202.9,70000.0,13.0,201890.0,208688.0,70000.0,0.0,6.0,1.0,1.0,P2
4942,0,40.0,569.0,2252.0,E,5.83,3554.0,3555.0,3569.0,0.0,0.0,0.0,3569.0,0.0,0.0,0.0,0.0,
4943,0,40.0,810.0,8206.0,,0.92,6103.0,6354.0,11499.0,6.58,59311.0,58078.0,11499.0,0.0,4.0,0.0,1.0,
4944,0,24.0,689.0,1300.0,,1.42,1482.0,1460.0,1499.0,0.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,
4945,0,40.0,749.0,2757.0,E,0.08,10082.0,10321.0,0.0,3.17,2326.0,3435.0,0.0,2.0,0.0,0.0,0.0,
4946,0,40.0,835.0,3776.0,E,1.83,21701.0,22571.0,0.0,7.25,3517.0,3457.0,0.0,0.0,1.0,1.0,1.0,
4947,0,32.0,780.0,2972.0,E,4.25,11329.0,11157.0,40400.0,2.92,458.0,458.0,40400.0,0.0,0.0,1.0,0.0,
4948,0,40.0,766.0,5457.0,E,5.08,27861.0,28051.0,1999.0,13.83,29809.0,28401.0,1999.0,0.0,3.0,0.0,1.0,
4949,0,50.0,313.0,1465.0,E,8.25,918.0,817.0,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,
4950,0,50.0,774.0,9871.0,E,2.92,1329.0,899.0,10899.0,6.0,13985.0,13418.0,10899.0,0.0,3.0,1.0,1.0,
4951,0,32.0,813.0,3627.0,E,1.25,38658.0,38659.0,0.0,4.0,21837.0,29878.0,0.0,0.0,0.0,0.0,5.0,
4952,0,40.0,875.0,1813.0,E,3.58,10861.0,11175.0,699.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,
4953,1,50.0,836.0,10699.0,E,2.67,4016.24,0.0,22000.0,18.42,9332.0,18865.0,22000.0,0.0,0.0,1.0,4.0,P4
4954,1,40.0,772.0,6119.0,I,2.0,2448.43,174.61,2999.0,2.42,28930.0,32690.0,2999.0,0.0,3.0,1.0,0.0,P2
4955,0,40.0,843.0,4405.0,,8.0,6399.0,5424.0,13099.0,1.92,20532.0,20886.0,13099.0,0.0,0.0,0.0,1.0,
4956,1,40.0,839.0,23708.0,I,7.42,16106.18,234.6,40000.0,7.92,293348.0,302114.0,40000.0,2.0,8.0,3.0,0.0,P2
4957,0,32.0,447.0,2832.0,,0.33,2720.0,2720.0,3199.0,3.75,12243.0,12550.0,3199.0,0.0,1.0,1.0,2.0,
4958,1,40.0,310.0,3776.0,E,12.83,3153.1,715.05,3199.0,10.58,58668.0,60506.0,3199.0,0.0,3.0,0.0,3.0,P2
4959,1,40.0,829.0,12181.0,E,13.08,2720.77,1088.62,31330.0,11.25,4264.0,6734.0,31330.0,0.0,2.0,1.0,0.0,P2
4960,1,70.0,735.0,18905.0,E,16.58,60120.84,27245.4,78000.0,21.5,49550.0,86795.0,78000.0,3.0,5.0,3.0,0.0,P2
4961,0,32.0,714.0,16305.0,,9.58,42.0,1228.0,32950.0,1.75,74856.0,83039.0,32950.0,0.0,7.0,0.0,0.0,
4962,1,40.0,761.0,9606.0,E,0.5,4376.9,16.9,13800.0,2.5,37697.0,52113.0,13800.0,0.0,3.0,0.0,1.0,P2
4963,0,40.0,819.0,6094.0,E,0.25,38629.0,39123.0,0.0,5.17,15219.0,15671.0,0.0,3.0,0.0,0.0,0.0,
4964,1,50.0,868.0,10989.0,E,24.67,19589.92,6255.54,28572.0,7.25,67600.0,90750.0,28572.0,0.0,5.0,0.0,3.0,P2
4965,0,50.0,740.0,3196.0,E,4.5,4108.0,4273.0,4899.0,4.75,10520.0,11200.0,4899.0,3.0,0.0,0.0,1.0,
4966,0,40.0,866.0,2252.0,E,8.42,1914.0,1785.0,12319.0,5.0,28.0,28.0,12319.0,0.0,1.0,1.0,0.0,
4967,0,32.0,756.0,3892.0,E,0.5,18290.0,18956.0,0.0,3.42,25496.0,25816.0,0.0,0.0,4.0,0.0,2.0,
4968,0,50.0,881.0,10086.0,I,8.25,19395.0,16390.0,72899.0,11.67,26834.0,28235.0,72899.0,1.0,3.0,1.0,0.0,
4969,0,40.0,868.0,1871.0,E,5.83,4197.0,4413.0,7399.0,0.0,0.0,0.0,7399.0,0.0,0.0,0.0,0.0,
4970,1,60.0,888.0,30052.0,I,33.67,33838.64,14202.0,46099.0,12.75,26379.0,62729.0,46099.0,0.0,6.0,0.0,2.0,P2
4971,0,40.0,756.0,1159.0,E,1.42,915.0,1041.0,1199.0,9.75,323.0,352.0,1199.0,0.0,0.0,1.0,0.0,
4972,1,60.0,791.0,6500.0,E,0.75,4747.55,1955.91,4799.0,14.33,63149.0,80675.0,4799.0,4.0,3.0,0.0,2.0,P1
4973,0,40.0,785.0,1606.0,I,1.08,1985.0,2843.0,3799.0,1.25,0.0,0.0,3799.0,0.0,0.0,2.0,0.0,
4974,1,32.0,453.0,4355.0,E,3.25,2376.95,740.32,2399.0,9.83,2159.0,5972.0,2399.0,0.0,4.0,0.0,0.0,P2
4975,0,32.0,635.0,2707.0,E,1.83,449.0,445.0,499.0,0.0,6143.0,0.0,499.0,0.0,1.0,0.0,0.0,
4976,0,40.0,512.0,2509.0,E,3.08,32046.0,32351.0,0.0,5.67,2623.0,2623.0,0.0,0.0,1.0,0.0,0.0,
4977,0,40.0,856.0,27543.0,I,11.67,73529.0,75999.0,83200.0,6.25,420179.0,430658.0,83200.0,0.0,7.0,1.0,2.0,
4978,0,50.0,876.0,15651.0,E,1.83,47057.0,48110.0,0.0,11.17,99972.0,100907.0,0.0,2.0,5.0,1.0,3.0,
4979,1,40.0,624.0,15601.0,I,3.58,2679.55,1127.65,7499.0,12.83,115058.0,124567.0,7499.0,0.0,6.0,0.0,4.0,P2
4980,1,50.0,765.0,3958.0,E,12.5,15367.52,3612.16,9359.0,3.58,10249.0,23971.0,9359.0,1.0,1.0,0.0,0.0,P1
4981,0,60.0,874.0,12562.0,P,24.58,4382.0,5708.0,38309.0,20.33,216.0,504.0,38309.0,0.0,4.0,1.0,2.0,
4982,1,60.0,842.0,2343.0,E,1.0,18063.88,937.63,2499.0,2.0,1009.0,21192.0,2499.0,0.0,1.0,0.0,0.0,P2
4983,1,50.0,830.0,9606.0,E,5.17,5937.56,2133.71,47780.0,20.75,19828.0,30752.0,47780.0,1.0,4.0,1.0,1.0,P2
4984,1,40.0,821.0,8198.0,E,2.33,8401.1,91.23,100000.0,7.17,19.0,16020.0,100000.0,0.0,0.0,2.0,0.0,P3
4985,0,60.0,245.0,21746.0,I,1.75,55307.0,55661.0,75000.0,8.75,122738.0,131018.0,75000.0,2.0,5.0,0.0,0.0,
4986,1,32.0,825.0,4306.0,,1.83,1608.82,490.46,4999.0,2.08,3957.0,5405.0,4999.0,0.0,2.0,1.0,0.0,P2
4987,1,70.0,894.0,9432.0,E,8.25,1860.83,707.73,3329.0,9.33,120225.0,122329.0,3329.0,0.0,0.0,1.0,2.0,P4
4988,0,24.0,478.0,1780.0,E,1.08,11764.0,11898.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
4989,0,60.0,648.0,13945.0,E,18.75,105355.0,103989.0,57699.0,7.58,130625.0,132814.0,57699.0,0.0,1.0,0.0,5.0,
4990,1,32.0,724.0,5316.0,E,5.5,108155.64,8414.6,9999.0,2.67,4125.0,116098.0,9999.0,0.0,0.0,0.0,1.0,P4
4991,0,32.0,613.0,1962.0,E,0.67,22583.0,22685.0,0.0,6.58,1586.0,1586.0,0.0,0.0,0.0,1.0,0.0,
4992,1,40.0,740.0,9581.0,E,1.17,2473.1,403.3,23200.0,0.25,21130.0,24998.0,23200.0,0.0,0.0,0.0,2.0,P4
4993,0,40.0,809.0,5167.0,,6.0,13066.0,8431.0,19099.0,0.0,0.0,0.0,19099.0,0.0,0.0,0.0,0.0,
4994,1,40.0,653.0,1821.0,E,7.42,1723.34,0.0,0.0,1.67,2456.0,12788.0,0.0,0.0,1.0,1.0,0.0,P2
4995,1,50.0,898.0,5068.0,I,1.58,9261.97,3010.31,29999.0,6.75,85.0,6511.0,29999.0,0.0,1.0,1.0,0.0,P2
4996,0,40.0,437.0,1440.0,E,0.5,9979.0,10107.0,0.0,4.0,3181.0,3120.0,0.0,0.0,0.0,0.0,1.0,
4997,1,40.0,819.0,4827.0,E,0.58,22225.56,6446.38,0.0,2.58,10914.0,22144.0,0.0,0.0,2.0,0.0,0.0,P2
4998,0,24.0,669.0,2004.0,E,0.67,10068.0,10205.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
4999,0,50.0,688.0,7875.0,E,3.0,42729.0,42503.0,15000.0,2.75,15441.0,8409.0,15000.0,0.0,8.0,0.0,0.0,
5000,1,24.0,814.0,2360.0,E,1.42,2033.86,11.07,3399.0,2.67,2085.0,13776.0,3399.0,0.0,0.0,1.0,1.0,P3
5001,1,50.0,813.0,4529.0,E,2.67,1892.6,300.0,3999.0,4.17,4894.0,5735.0,3999.0,0.0,0.0,0.0,1.0,P4
5002,0,24.0,645.0,1217.0,E,0.33,7467.0,7467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5003,1,40.0,814.0,8132.0,E,17.92,26935.18,4617.72,22340.0,3.83,9252.0,34799.0,22340.0,1.0,0.0,0.0,0.0,P1
5004,0,50.0,816.0,10111.0,E,6.5,34438.0,36184.0,70340.0,20.67,2949.0,2916.0,70340.0,0.0,2.0,1.0,0.0,
5005,0,32.0,756.0,3279.0,E,1.83,35602.0,36486.0,19999.0,5.5,90.0,68.0,19999.0,0.0,1.0,0.0,0.0,
5006,0,32.0,774.0,3039.0,E,7.25,11814.0,3208.0,4739.0,7.75,4437.0,4437.0,4739.0,0.0,0.0,1.0,1.0,
5007,1,24.0,758.0,1838.0,E,1.42,5052.59,396.0,1499.0,0.0,0.0,5684.0,1499.0,0.0,0.0,0.0,0.0,P1
5008,1,50.0,784.0,8239.0,E,1.83,5552.97,982.44,8200.0,17.5,35481.0,37792.0,8200.0,0.0,0.0,2.0,6.0,P4
5009,0,32.0,861.0,15129.0,E,6.17,32088.0,25486.0,49999.0,3.58,135700.0,135700.0,49999.0,0.0,6.0,0.0,0.0,
5010,1,40.0,803.0,3353.0,E,0.08,3414.37,1414.37,6199.0,1.42,3973.0,5276.0,6199.0,0.0,1.0,2.0,0.0,P3
5011,0,70.0,788.0,6600.0,,18.5,13326.0,12746.0,20500.0,7.33,14536.0,14624.0,20500.0,0.0,1.0,2.0,1.0,
5012,1,40.0,795.0,3801.0,E,3.92,2788.32,1216.16,5499.0,4.42,11929.0,12810.0,5499.0,0.0,2.0,1.0,1.0,P2
5013,0,32.0,696.0,1490.0,E,0.42,1615.0,1689.0,0.0,1.42,2701.0,2887.0,0.0,0.0,2.0,0.0,0.0,
5014,1,50.0,826.0,4745.0,E,3.17,4294.25,1823.77,2799.0,2.0,43212.0,47443.0,2799.0,0.0,0.0,0.0,2.0,P4
5015,0,40.0,754.0,4331.0,I,0.75,30145.0,30587.0,0.0,2.17,9718.0,9541.0,0.0,0.0,2.0,0.0,0.0,
5016,1,50.0,815.0,2898.0,E,3.17,4464.56,2056.23,4899.0,4.58,382.0,3644.0,4899.0,0.0,1.0,1.0,1.0,P2
5017,1,40.0,778.0,2914.0,I,2.75,12706.48,200.84,14700.0,5.17,706.0,14775.0,14700.0,0.0,1.0,1.0,0.0,P2
5018,1,70.0,926.0,14243.0,P,32.67,2957.21,975.24,37799.0,44.75,45876.0,48256.0,37799.0,0.0,1.0,2.0,4.0,P4
5019,0,40.0,752.0,2658.0,E,4.58,3725.0,4111.0,14299.0,1.92,0.0,0.0,14299.0,0.0,0.0,1.0,0.0,
5020,0,40.0,805.0,6318.0,E,3.67,43898.0,43898.0,0.0,4.17,368.0,515.0,0.0,0.0,1.0,0.0,1.0,
5021,0,24.0,768.0,2401.0,,0.67,5579.0,5314.0,8999.0,0.0,0.0,0.0,8999.0,0.0,0.0,0.0,0.0,
5022,1,40.0,769.0,6931.0,E,8.17,2305.96,573.67,6659.0,9.0,47648.0,48541.0,6659.0,0.0,3.0,3.0,1.0,P2
5023,0,40.0,902.0,5068.0,E,5.08,1185.0,1185.0,8699.0,11.42,0.0,0.0,8699.0,0.0,1.0,1.0,0.0,
5024,0,40.0,811.0,1772.0,E,2.17,7110.0,7270.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
5025,1,50.0,806.0,30391.0,E,0.75,3056.78,293.21,121000.0,12.75,143785.0,152855.0,121000.0,2.0,6.0,4.0,0.0,P2
5026,0,50.0,900.0,9175.0,,3.67,2777.0,2835.0,3999.0,25.0,38653.0,29061.0,3999.0,0.0,4.0,0.0,0.0,
5027,0,40.0,857.0,2534.0,E,2.17,709.0,829.0,6799.0,0.0,0.0,0.0,6799.0,0.0,0.0,0.0,0.0,
5028,0,40.0,784.0,2558.0,E,3.58,717.0,563.0,4699.0,0.17,1791.0,1122.0,4699.0,0.0,1.0,0.0,0.0,
5029,0,32.0,717.0,7660.0,I,0.67,31776.0,32363.0,9999.0,5.67,70208.0,70783.0,9999.0,0.0,10.0,2.0,3.0,
5030,1,50.0,869.0,5639.0,E,17.25,7883.02,0.24,11650.0,19.67,26598.0,34303.0,11650.0,2.0,2.0,2.0,1.0,P1
5031,1,40.0,807.0,20040.0,E,10.0,23515.24,4714.51,63899.0,11.08,45664.0,264107.0,63899.0,0.0,3.0,1.0,1.0,P2
